,publication_date,num_pages,price,الادارة والاعمال,الادب والشعر,التاريخ والجغرافيا,التراجم والسير,التقنية والكمبيوتر,الخيال العلمي,العلوم الاجتماعية والسياسية,العلوم والرياضيات,القانون,القصة والرواية,الكتب الطبية,تطوير الذات,دراسات اسلامية,وصل حديثاً,cover_غلاف مقوى,cover_غلاف مقوى فني,cover_غلاف ورقي,cover_كتاب الكتروني,Language_انجليزي,Language_عربي,Cluster,image_urls,title,author
407,2015,263,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/484206.jpg",‎ماذا في الكويت ورقات من عشرينيات القرن العشرين الميلادي‎,‎ قاسم بن خلف الرويس‎
408,2016,228,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/462679.jpg",Islamic Studies,Not found
409,2024,477,98.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/b/f/c/1bfcf2bb008959ff2b31b01463b1bde40474bd9e_645231.jpg",‎المرتبك‎,‎غاي غوناراتني‎
410,2016,276,29.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/c/6/3/2/c6328360dac3d837f4e14cb0b4fc1b45fc314367_JBB166110.jpg",السياسة المالية,د / وحيد بن عبدالرحمن بانافع / عبد العزيز عبد المجيد علي
411,2015,367,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489221.jpg",Hbk Of Gynecological Emergen- Cies,‎Kamini Rao‎
412,2006,367,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/297882.jpg",501 Questions & Answers - for Company Directors and Company Secretaries,‎Roger Mason‎
413,2015,336,99.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/448492.jpg",Edexcel A-Level: Physics,‎Mike Benn‎
414,2023,558,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/8/5/2/8852520085c915d99c5e066f4c217408ad226c90_586345.jpg",‎كبر الكعكة كيف تقدم الشركات العظيمة قيمة وربحا‎,‎أليكس ادمانز‎
415,2017,142,69.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/0/c/f/20cfd68331131e50a0819caa4d332afe8c590784_594285.jpg",‎كربلاء في العصور القديمة‎,‎محمد فهد القيسي‎
417,1995,172,216.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/a/f/2/0af20531415f202da5f3aa38e4eabfe796d969aa_9783540600169.jpg",Hodge Decomposition - A Method for Solving Boundary Value Problems,"Schwarz, Günter"
418,2000,265,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/1/311038.jpg",Clinical Anatomy & Physiology,‎Joseph Stewart‎
419,2007,208,57.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/9/d/0/f9d02953cabb9d500d114e3460b8957d6e91cca1_9781602063280.jpg",A Philosophical Essay on Probabilities,"Marquis De Laplace, Pierre Simon"
420,2015,528,39.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/447435.jpg",The Invasion of The Tearling,‎Erika Johansen‎
421,2023,384,89.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/b/6/3/8/b638240230ffe0063ea29188f0e399e980985ddc_628393.jpg",Prisoners of The Castle,‎Ben Macintyre‎
422,2000,272,195.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/c/e/4/4ce4b7c4dade4a1a2fbcc9979a6cf231f3b73975_9781852332358.jpg",Topics in Group Theory,"Smith, Geoff"
423,2024,104,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/b/2/3/ab23629d3a1b35221bbe1b2e216307fd53ef96e9_642126.jpg",‎أعراف البهجة‎,‎عاطف سليمان‎
424,2014,164,335.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/8/f/9/6/8f961723a2997147aac9f422300ea5a45930a6ca_9783659609930.jpg",Inventory Management,Sahu Sudhir
425,2024,216,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/7/f/b/d7fb6a6b8f634f423911bb09589aa1d91214ed62_634862.jpg",‎ملاك الكتب‎,‎علي الموسوي‎
426,2007,688,109.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/9/8/9/6989c9a0e8fa0d2afc59050ca56b55cb99f1d1aa_634943.jpg",Masters of The Air,‎Donald Miller‎
427,2017,288,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496147.jpg",Essential Living,‎Shelley Uram‎
428,2018,192,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502960.jpg",‎الحديث مع ليس كمثله شيء‎,‎نوره محمد‎
429,2007,600,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/368266.jpg",Networking for Home and Small Businesses,‎Allan Reid‎
430,2008,400,43.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/323377.jpg",A Long Way Gone: Memoirs of a Boy Soldier,‎Ishmael Beah‎
431,2002,367,299.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/463828.jpg",Statistical Techniques in Business and Economics,‎Douglas Lind‎
432,2016,367,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/c/7/8/0/c78002ce557de21e7d87fc712bf43243a847c10e_475445.jpg",Scared Speechless - 9 Ways to Overcome Your Fears and Captivate Your Audience,‎Steve Rohr‎
433,2015,172,239.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,20,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501153.jpg",Management of The Difficult Airway,‎Jerome Thompson‎
434,2015,567,175.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495692.jpg",‎موسوعة مبادى القضاء الاداري الكويتي في ثلاثة وثلاثين عاما الكتابالاول الجزء الثاني الاثبات في المنازعات الادارية‎,‎جمال الجلاوي ‎/‎ ناصر المعلا‎
435,2018,267,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429405.jpg",‎اختيار الاسهم التي لها مردود 10 طرق للتغلب على سوق الاسهم‎,‎ليو جوف ‎/‎ ريتشارد كوخ‎
436,2023,207,44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/6/a/4/86a414b132fd1deef78b9e66f09ab909182d9acc_645001.jpg",‎الانترنت المظلم‎,‎عبدالعزيز الحجي‎
437,2020,384,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/5/b/3/e5b345194d49c3195a7d7282bf010ff44d4d0003_585876.jpg",The Value of Everything - Making and Taking in The Global Economy,‎Mariana Mazzucato‎
438,2016,274,302.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/a/f/8/1af829398196b208c1ca7e7c6c8e54988363fb36_9784431564157.jpg",Non-Cooperative Game Theory,"Fujiwara-Greve, Takako"
439,2017,96,19.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489606.jpg",Baby Tips for Mums,‎Simon Brett‎
440,2014,130,52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/428682.jpg",‎ التثمين العقاري,‎أشرف أحمد هلال‎
441,2017,367,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489369.jpg",Spinal Injury And Stroke Rehabilitation,‎Mouli Madhab Ghatak‎
442,2024,1210,127.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/3/3/5/2335deeff37315c88589b1524c67355afd9a9678_645627.jpg",‎2‎/‎شرح نظام الاحوال الشخصية السعودي 1‎,‎عبدالله محمد سعد آل خنين‎
443,2009,80,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/7/373888.jpeg",‎الديار المقدسة قبل قرنين‎,‎ماجد شبر‎
444,2020,464,159.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/b/4/d/e/b4de04593fd8d69592774169c2d395b5809ec729_585251.jpg",C Programming for Dummies,‎Dan Gookin‎
445,2006,784,79.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/b/3/9/fb3967004a0afc8c251a1d3b35623a559b7904c5_627428.jpg",American Prometheus,‎Kai Bird‎
446,2003,367,35.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/2/226542.jpg",Hemorrhoids,‎M. F. Siddiqui‎
447,2022,600,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/0/3/4/a0342ed7f0636abe5a159eee6fee2dd2396b4f9e_626048.jpg",Must Know High School Biology,‎Kellie Ploeger Cox‎
448,2018,367,29.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501857.jpg",Clinical Pharmacy and Therapeutics,‎Basavaraj Nanjwade‎
450,2016,186,25.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488045.jpg",Nursing Aid,‎Cecilia Correia‎
451,2017,732,275.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/487593.jpg",Watkins' Manual of Foot and Ankle Surgery,‎Leon Watkins‎
452,2023,159,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/3/f/a/53fa1655ea02f5706d10b886bfe2736769873bb7_644985.jpg",‎العابرون‎,‎فايز القراشي‎
453,2019,288,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/b/e/3/1be390848a7a98b485a9594c87e07d5ec4a53ea6_611551.jpg",قلب,‎Sandeep Jauhar‎
454,2023,256,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/0/2/c/802cb02869f0ebae4cf545372b919d0fbe9873b2_615382.jpg",Cloud,‎Rui Costa‎
455,2021,320,79.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/d/b/5/5db5a6d74833203f1b8429661d8c12108553197a_585247.jpg",Microsoft Teams for Dummies,‎Rosemarie Withee‎
456,2015,288,109.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501134.jpg",Dermatology (Pocket Tutor),‎Emma Craythorne‎
458,2017,367,79.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489058.jpg",Oral Medicine & Radiology,‎Priya Verma Gupta‎
459,1987,108,173.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/a/d/8/0ad8bbcc9c1de111cfd13220af3d1466db41584a_9783540183600.jpg",Invariant Theory,"Koh, Sebastian S."
460,2017,60,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/498186.jpg",‎الفساد‎,‎ابراهيم عبدالله العريفي ‎/‎ محمد سعد الاحيدب‎
461,2004,428,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/412523.jpg",Best of Five Questions for MRCP Part 1,‎Helen Fellows‎
462,2019,240,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/e/6/d/0e6da6240de88c7257471dc3d72274f11661c0e6_580285.jpg",Fall Down ‎7‎ Times Get Up ‎8,‎Naoki Higashida‎
463,2015,224,35.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/479161.jpg",Mindfulness for Creativity - Adapt,‎Danny Penman‎
464,2020,624,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/7/6/c/5/76c5a1c265bc626b09ce0cd9e0157ec8650b276a_617683.jpg",Everything You Need to Ace Geometry in One Big Fat Notebook,‎Christy Needham‎
465,2020,174,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/554202.jpg",‎اكتشف أسرار بيع الذهب والمجوهرات‎,‎ظافر الدوسري‎
466,2020,240,89.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/552909.jpg",Too Much and Never Enough - How My Family Created The World's Most Dangerous Man,‎Mary Trump‎
467,2021,336,69.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/7/f/e/f7fe100b177acaedb46131caaf3d1c8059ce33a2_570272.jpg",Vaxxers - The Inside Story of The Oxford AstraZeneca Vaccine and The Race Against The Virus,‎Sarah Gilbert‎
469,2021,192,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/565683.jpg",The Reason I Jump (Movie Tie-In Edition),‎Naoki Higashida‎
470,1998,204,19.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/508206.jpg",The Qur'an and The Gospels,‎Muhammad Abu Laylah‎
471,2015,300,165.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/b/7/9/c/b79cd86e621a602c138dbc32b2674a62be4ba17d_487548.jpg",Pediatric Nursing,‎Mary Muscari‎
472,2002,750,99.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/1/211170.jpg",Gastroenterology,‎Scott Friedman‎
473,2015,930,149.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/500076.jpg",Sandra Smith's Review for NCLEX-RN,‎Marianne Barba‎
474,2015,832,29.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446926.jpg",Rogues,‎George R. R. Martin‎
475,2006,400,19.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/296375.jpg",Istanbul,‎Orhan Pamuk‎
476,2011,816,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/390489.jpg",Operating Systems,‎William Stallings‎
477,2016,327,34.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/2/a/a/02aa90755afc57f855f50d135895fe3dd9fe1d02_JRB5000012954.jpg",الحرية المالية,راينر زيتلمان
478,2017,202,56.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/478247.jpg",I Found Mine - A Passion That Revolutionalized My Life,‎Mohammed Zawad‎
479,2024,750,69.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/3/7/8/5/37855f0733627d7296b18f0f959b8b99fd08d970_635406.jpg",‎التصدي للجريمة الدولية‎,‎سمير سعيد قمرة‎
480,2024,768,119.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/f/6/4/ff6487f586903ff2c81d88f27eeed25ec72448da_646119.jpg",‎اختراع الكتب‎,‎ايريني باييخو‎
481,2022,480,189.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/7/b/0/27b085105981683592226c390d56229bd7230894_605911.jpg",Principles for Navigating: Big Debt Crises,‎Ray Dalio‎
482,2010,346,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/1/7/176755.jpg",‎تهافت الفلاسفة‎,‎أبي حامد الغزالي‎
483,2011,470,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/1/9/197980.jpg",‎تاريخ الخلفاء‎,‎الحافظ جلال الدين السيوطي‎
484,2023,316,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/c/f/b/0cfbb242c05e2a50f33d36729aa6feb8b64b2b60_640599.jpg",The Many Lives of Mama Love (Oprah's Book Club),‎Lara Love Hardin‎
