,publication_date,num_pages,price,الادارة والاعمال,الادب والشعر,التاريخ والجغرافيا,التراجم والسير,التقنية والكمبيوتر,الخيال العلمي,العلوم الاجتماعية والسياسية,العلوم والرياضيات,القانون,القصة والرواية,الكتب الطبية,تطوير الذات,دراسات اسلامية,وصل حديثاً,cover_غلاف مقوى,cover_غلاف مقوى فني,cover_غلاف ورقي,cover_كتاب الكتروني,Language_انجليزي,Language_عربي,Cluster,image_urls,title,author
1313,2020,565,79.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/7/1/f/3/71f3b470743c0f0d4626f95fa325ecd37260b6a4_617681.jpg",Everything You Need to Ace Computer Science and Coding in One Big Fat Notebook,‎Staffs of Workman Publishing‎
1314,2022,304,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/8/d/8/18d8c6637f7f00c51081ec810a24fcc6de2aa768_596936.jpg",The Daughter of Auschwitz - My Story of Resilience,‎Malcolm Brabant‎
1315,2016,368,69.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510627.jpg",The Economist: Economics,‎Matthew Bishop‎
1316,2020,103,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/9/d/8/09d8fa9e28d00c8c6a41e88e202d60589bc03a12_572952.jpg",‎الطاوية والفلسفة الدينية للصين‎,‎فؤاد الغزيزر‎
1317,2023,384,69.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/3/3/0/d330e1f61ee852c6a9f62bfb4b14f2703e5b4970_625878.jpg",The Big Bang of Numbers - How to Build The Universe Using Only Maths,‎Manil Suri‎
1318,2012,480,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/460864.jpg",Alive - The True Story of the Andes Survivors,‎Piers Paul Read‎
1319,2016,367,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,17,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/444894.jpg",Islamic Studies,‎Maulvi Abdul Aziz‎
1320,2023,364,89.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/4/1/3/a413852a061babb5110ea5adfb3368ffb1fb8734_623000.jpg",Life 3.0 - Being Human in The Age of Artificial Intelligence,‎Max Tegmark‎
1321,2023,151,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/b/1/a/0b1ada2b438ca32b84f04249e3acf94c86ca8998_626832.jpg",On Ai,‎Staffs of HBR (Harvard Business Review)‎
1322,2016,139,315.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/469440.jpg",‎بدايات التصوير الصحفي في المملكة العربية السعودية‎,‎مكتبة الملك فهد الوطنية‎
1323,2018,128,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,17,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/505572.jpg",44‎ Ways to Manhood,‎Taymullah Abdur‎-‎Rahman‎
1324,2016,320,64.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/457606.jpg",NeuroLogic - The Brain's Hidden Rationale Behind Our Irrational Behavior,‎Eliezer Sternberg‎
1325,2014,429,46.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,17,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/427406.jpg",Al-Hasan Ibn'Ali Ibn Abi Talib - His Life and Times,‎Ali Sallabi‎
1326,2010,224,69.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/459958.jpg",The Last Lecture,‎Randy Pausch‎
1327,2021,550,249.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/b/7/2/d/b72db5c7d362417de018b1b998f024eb98fa547f_588900.jpg",Fundamentals of Information Systems Security,‎David Kim ‎
1328,2017,285,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493384.jpg",‎CD + مدام بوفاري عربي انجليزي‎,‎جوستاف فلوبير‎
1329,2014,367,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/359329.jpg",Viva Compact Dictionary of Chemistry,‎John Clark‎
1330,2021,224,49.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/529161.jpg",We Are Displaced - My Journey and Stories from Refugee Girls Around The World,‎Malala Yousafzai‎
1331,2017,288,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488784.jpg",Coach Wooden and Me - Our 50-Year Friendship On and Off the Court,‎Kareem Abdul‎-‎Jabbar‎
1332,2009,616,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/348266.jpg",E‎-‎Z Physics,‎Robert Lehrman‎
1333,2019,256,59.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,22,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/4/3/d/8/43d8280f4f876f88b45c2d47b06120b9eed17139_587108.jpg",World War II: An Illustrated History,‎Donald Sommerville‎
1334,2018,360,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504568.jpg",‎السنة والاصلاح دين الفطرة‎,‎عبدالله العروي‎
1335,2003,168,389.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/7/e/a/b7ea1327fe2792bc431ee277822894001214acd6_9783540548119.jpg",Catastrophe Theory,"Arnold, Vladimir I."
1336,2019,395,105.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/6/0/d/560d581b1b343ec6012e5b073e86fb3662b0bf5e_575138.jpg",‎الاسواق المالية وآليات التداول‎,‎شقيري نوري موسى‎
1337,2011,380,389.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/9/d/e/e9de11977cde5220a230a1a0bd3911feecc704f3_9783034899475.jpg",Integral Equations : Theory and Numerical Treatment,"Hackbusch, Wolfgang"
1338,2019,320,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/529195.jpg",The Humans,‎Matt Haig‎
1339,2018,512,159.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/531616.jpg",SQL,‎Allen Taylor‎
1340,2018,223,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499638.jpg",‎جدلية الزمن‎,‎غاستون باشلار‎
1341,2022,384,179.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/e/d/c/6edcf4a61ae4c9326a9f4a3a68e7b39ccffaa0c0_609098.jpg",Microsoft Excel Dashboards & Reports for Dummies,‎Michael Alexander‎
1342,2013,110,28.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/417994.jpg",‎نموذج تطبيقي انحراف وجناح الاحداث واجراء الدراسة على عينة من محافظة جدة‎,‎عبدالعزيز حماد الزايدي‎
1343,2020,864,29.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/556054.jpg",Normandy '44,‎James Holland‎
1344,2022,464,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/f/9/d/5f9d545f853766819716e5e940b8fcdf302ece87_609110.jpg",هندسة,‎Allen Ma‎
1345,2017,312,59.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/494161.jpg",‎وبنين شهودا‎,‎بدر اللامي‎
1346,2008,615,49.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/8/383526.jpg",Biology: Concepts & Connections - Value Pack,‎Neil Campbell‎
1347,2017,216,35.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489383.jpg",Chest X‎-‎ray Made Easy,‎D. Karthikeyan‎
1348,2021,352,179.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/c/2/1/dc211bddeefec67b63e7687b7ebc841ff6681d40_585219.jpg",Financial Modeling in Excel for Dummies,‎Danielle Stein‎
1349,2012,224,56.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/3/436825.jpg",Everything You Need to Know About the Universe: The Big Bang to The Big Crunch in a Nutshell,‎Chris Cooper‎
1350,2023,288,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/9/c/3/f9c3a36ce5cd1f453ca5328d3620583159496862_615388.jpg",Confident: UX - The Essential Skill for User Experience Design,‎Adrian Bilan‎
1351,2002,174,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/487653.jpg",Genetics,‎William Stansfield‎
1352,2017,216,112.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489835.jpg",Gray's Surface Anatomy and Ultrasound: A Foundation for Clinical Practice,‎Claire Smith‎
1353,2013,325,99.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/498781.jpg",Fluid,‎Allison Hale‎
1354,2016,352,31.76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/465947.jpg",As I Was Saying . . .: The World According to Clarkson,‎Jeremy Clarkson‎
1355,2014,400,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/445015.jpg",I Am Zlatan: My Story on and Off the Field,‎Zlatan Ibrahimovic‎
1356,1995,1216,109.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/1/215854.jpg",The Lord of the Rings,‎J. R. R. Tolkien‎
1357,2017,311,37.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/3/d/a/d3da9f41481911108f522382e7c43a991179e098_296955.jpg",‎واختفي كل شيء‎,‎أجاثا كريستي‎
1358,2011,367,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/7/376691.jpg",Pocket Book of Orthopedics,‎Iyer Mohan‎
1359,2023,1176,279.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,20,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/9/b/8/69b89dc0635008256196145ce83c542ec24c8227_624352.jpg",Exercise Physiology,‎William McArdle‎
1360,2004,528,43.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/5/251561.jpg",Not Without My Daughter,‎Betty Mahmoody‎
1361,2020,208,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/d/0/e/5d0ef55b6e4774c0671c9ad2a569f4b84d0195e0_594348.jpg",‎في الابداع العلمي لاقليم المشرق الاسلامي‎,‎نجيب بن خيرة‎
1362,2016,367,59.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489389.jpg",101‎ CT Abdomen Solutions,‎Hariqbal Singh‎
1363,2024,79,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/5/2/2/15228d846aa726b3ef109735e95b25949eb9c615_644903.jpg",‎عين الجمل‎,‎جنكيز ايتماتوف‎
1364,2019,288,49.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/4/546751.jpg",The Last Sanctuary in Aleppo - Remarkable True Story of Courage,‎Alaa Aljaleel‎
1365,2016,367,34.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/456932.jpg",‎2016‎ مجلة فوربس الشرق الاوسط عربي العدد 59 فبراير‎,‎فوربس الشرق الاوسط‎
1366,2019,208,59.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/8/b/0/68b0d778b8ac787b98e27ac5f954bb8d2a41785b_618732.jpg",How The World Works: Chemistry - From The periodic Table to Nanotechnology,‎Anne Rooney‎
1367,2023,288,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/3/7/a/a/37aabd3cc45e9cbc995c70ef1f396f7dc7ee25f3_615390.jpg",Coding,‎Rob Percival‎
1368,2017,352,19.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/497202.jpg",Arrival,‎Ted Chiang‎
1369,2016,187,28.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/480774.jpg",‎الفكر مقدمة بالغة الايجاز‎,‎تيم باين‎
1370,2017,224,34.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493222.jpg",‎الموظف والوظيفة في الانظمة الادارية بالمملكة العربية السعودية‎,‎خالد عبدالله الخضيري‎
1371,2017,172,59.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/497351.jpg",‎استشراف القلوب‎,‎حمد الحمادي‎
1372,2017,109,53.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/497334.jpg",‎مسودة عيسى‎,‎عيسى العوضي‎
1373,2017,464,92.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/491342.jpg",‎شرح نظام المرافعات أمام ديوان المظالم‎,‎ابراهيم حسين الموجان‎
1374,2019,288,69.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/528978.jpg",Wise Guy,‎Guy Kawasaki‎
1375,2021,276,259.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/e/e/0/7ee0967a62c46de58d1149afa852ab317752993c_9783030812645.jpg",Theory of Distributions,"Georgiev, Svetlin G."
1376,2017,312,33.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477620.jpg",‎خريف البلد الكبير‎,‎محمود الورواري‎
1377,2011,320,69.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/487714.jpg",Statistical Process Control,‎Paul Keller‎
1378,2017,746,39.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501879.jpg",Ophthalmology Orthopedics Otorhinolar yngology,‎Rajamahendran‎
1379,2009,332,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/3/b/5/23b5d4b8fc98bcbc124a08518fd5ef3f304e60ca_283380.jpg",‎مصادر الفلسفة العربية‎,‎بيار دوهيم‎
1380,2017,224,9.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486109.jpg",A Fall of Moondust (SF Masterworks),‎Arthur Clarke‎
1381,2018,224,65.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499349.jpg",TED Talks: The Official TED Guide to Public Speaking,‎Chris Anderson‎
1382,2012,1320,295.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/0/402246.jpg",Calculus Late Transcendentals,‎Howard Anton‎
1383,2016,299,37.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/480760.jpg",‎أكثر الامور أهمية أفكار غير مألوفة للمستثمر الذكي‎,‎ هاورد ماركس‎
1384,2016,592,199.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/494692.jpg",Foundations of Economics,‎Andrew Gillespie‎
1385,2013,360,245.8002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/8/e/1/e8e1fb208b67e430e4e49eed6e1c90f405528e26_9783642270284.jpg",Stochastic Stability of Differential Equations,"Khasminskii, Rafail"
1386,2016,1232,99.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/465030.jpg",Harrison's Manual of Medicine,‎Dennis Kasper‎
1387,2016,433,49.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/f/f/8/dff813aa8bdb37c456188e1038e0477de4215138_JRB5000012438.jpg",نحو المستقبل,محمد العارضي
