title,brand,author,cover,publication_date,category,reviews,num_pages,price,img_url,Language,url
Rogues,Titan Books,‎George R. R. Martin‎,Paperback,2015,"الأدب والشعر,  كتب قيمة بسعر مخفض,  الخيال العلمي,",Not found,‎832‎ Pages‎,29.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446926.jpg",انجليزي,
The Lord of The Rings: Fellowship of The Ring,هاربر كولينز,‎J. R. R. Tolkien‎,Paperback,2012,"الأدب والشعر,  الخيال العلمي,",Not found,‎448‎ Pages‎,45.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/444434.jpg",انجليزي,
Forsaken (Assassin's Creed (Unnumbered)),البطريق,‎Oliver Bowden‎,Paperback,2016,"الأدب والشعر,  الخيال العلمي,",Not found,‎464‎ Pages‎,19.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464329.jpg",انجليزي,
Black Flag (Assassin's Creed),البطريق,‎Oliver Bowden‎,Paperback,2016,"الأدب والشعر,  الخيال العلمي,",Not found,‎453‎ Pages‎,19.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464331.jpg",انجليزي,
Underworld (Assassin's Creed (Numbered)),البطريق,‎Oliver Bowden‎,Paperback,2016,"الأدب والشعر,  الخيال العلمي,",Not found,‎464‎ Pages‎,19.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464333.jpg",انجليزي,
12,مجموعة نشر Holtzbrinck,‎Robert Jordan‎,Mass Market Paperback,2010,"الأدب والشعر,  الخيال العلمي,",Not found,‎1098‎ Pages‎,33.35,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/440007.jpg",انجليزي,
The Invasion of The Tearling,هاربر كولينز,‎Erika Johansen‎,Hardcover,2015,"الأدب والشعر,  الخيال العلمي,",Not found,‎528‎ Pages‎,39.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/447435.jpg",انجليزي,
Tongues of Serpents,Random House (US),‎Naomi Novik‎,Paperback,2011,"الأدب والشعر,  الخيال العلمي",Not found,‎355‎ Pages‎,16.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/392855.jpg",انجليزي,
Crescent City,بلومزبري,‎Sarah Maas‎,Paperback,2020,"الأدب والشعر,  الخيال العلمي,",Not found,‎806‎ Pages‎,99.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/4/547157.jpg",انجليزي,
Children of Ruin,Pan Books,‎Adrian Tchaikovsky‎,Paperback,2019,"الأدب والشعر,  الخيال العلمي,",Not found,‎576‎ Pages‎,60.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/537508.jpg",انجليزي,
Fire and Blood (Game of Thrones) - 300 Years Before A Game of Thrones,البطريق,‎George R. R. Martin‎,Paperback,2018,"الأدب والشعر,  الخيال العلمي,",Not found,‎736‎ Pages‎,99.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/537861.jpg",انجليزي,
Stranger Things: Suspicious Minds,منزل عشوائي,‎Gwenda Bond‎,Paperback,2019,"الأدب والشعر,  الخيال العلمي,",Not found,‎286‎ Pages‎,49.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/528960.jpg",انجليزي,
The Winds of Dune,سيمون وشوستر,‎Kevin Anderson‎,Paperback,2010,"الأدب والشعر,  الخيال العلمي",Not found,‎448‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486022.jpg",انجليزي,
Authority (Southern Reach Trilogy),مجموعة نشر Holtzbrinck,‎Jeff Vandermeer‎,Paperback,2018,"الأدب والشعر,  الخيال العلمي,",Not found,‎352‎ Pages‎,19.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507310.jpg",انجليزي,
Acceptance (Southern Reach Trilogy),مجموعة نشر Holtzbrinck,‎Jeff Vandermeer‎,Paperback,2018,"الأدب والشعر,  الخيال العلمي,",Not found,‎352‎ Pages‎,19.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507311.jpg",انجليزي,
Ready Player One,منزل عشوائي,‎Ernest Cline‎,Mass Market Paperback,2017,"الأدب والشعر,  الخيال العلمي,",Not found,‎581‎ Pages‎,29.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496922.jpg",انجليزي,
Arrival,Pan Books,‎Ted Chiang‎,Paperback,2017,"الأدب والشعر,  الخيال العلمي",Not found,‎352‎ Pages‎,19.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/497202.jpg",انجليزي,
Hitchhikers Guide To The Galaxy,ماركة غير محددة,Not found,Paperback,2017,"الأدب والشعر,  كتب قيمة بسعر مخفض,  الخيال العلمي,",Not found,Not found,21.9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486122.jpg",انجليزي,
Life,عموم macmillan.,‎Douglas Adams‎,Paperback,2002,"الأدب والشعر,  الخيال العلمي",Not found,‎202‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486124.jpg",انجليزي,
Fevre Dream,ماركة غير محددة,Not found,Paperback,2017,"الأدب والشعر,  كتب قيمة بسعر مخفض,  الخيال العلمي,",Not found,Not found,21.9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486127.jpg",انجليزي,
The First Men in The Moon (SF Masterworks),أوريون,‎H. G. Wells‎,Paperback,2017,"الأدب والشعر,  الخيال العلمي,",Not found,‎صفحة240‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486135.jpg",انجليزي,
The Time Machine (SF Masterworks),أوريون,‎H. G. Wells‎,Paperback,2017,"الأدب والشعر,  الخيال العلمي,",Not found,‎144‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486139.jpg",انجليزي,
Foundation and Empire,هاربر كولينز,‎Isaac Asimov‎,Paperback,2016,"الأدب والشعر,  الخيال العلمي",Not found,‎230‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486144.jpg",انجليزي,
Foundation and Earth,هاربر كولينز,‎Isaac Asimov‎,Paperback,2016,"الأدب والشعر,  الخيال العلمي",Not found,‎449‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486147.jpg",انجليزي,
Prelude to Foundation,هاربر كولينز,‎Isaac Asimov‎,Paperback,2016,"الأدب والشعر,  الخيال العلمي,",Not found,‎402‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486148.jpg",انجليزي,
Ubik (SF Masterworks),Gollancz.,‎Philip Dick‎,Paperback,2000,"الأدب والشعر,  الخيال العلمي",Not found,‎224‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486212.jpg",انجليزي,
Broken Home,أوريون,‎Ben Aaronovitch‎,Paperback,2014,"الأدب والشعر,  الخيال العلمي,",Not found,‎352‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502026.jpg",انجليزي,
The Doors of Perception (Vintage),Vintage,‎Aldous Huxley‎,Hardcover,2004,"الأدب والشعر,  الخيال العلمي",Not found,‎123‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501795.jpg",انجليزي,
Roadside Picnic,أوريون,‎Boris Strugatsky‎,Paperback,2012,"الأدب والشعر,  الخيال العلمي",Not found,‎224‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502015.jpg",انجليزي,
Doomed City (SF Masterworks),أوريون,‎Arkady Strugatsky‎,Paperback,2017,"الأدب والشعر,  الخيال العلمي,",Not found,‎480‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502016.jpg",انجليزي,
The Ghost from The Grand Banks,Gollancz.,‎Arthur Clarke‎,Hardcover,2011,"الأدب والشعر,  الخيال العلمي,",Not found,‎288‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502017.jpg",انجليزي,
The City and The Stars,ماركة غير محددة,‎Arthur Clarke‎,Paperback,2018,"الأدب والشعر,  الخيال العلمي,",Not found,‎256‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502018.jpg",انجليزي,
Rendezvous With Rama (SF Masterworks),أوريون,‎Arthur Clarke‎,Hardcover,2006,"الأدب والشعر,  الخيال العلمي",Not found,‎252‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502020.jpg",انجليزي,
Moon Over Soho,أوريون,‎Ben Aaronovitch‎,Hardcover,2011,"الأدب والشعر,  الخيال العلمي",Not found,‎384‎ Pages‎,12.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502024.jpg",انجليزي,
Whispers Underground,أوريون,‎Ben Aaronovitch‎,Paperback,2012,"الأدب والشعر,  الخيال العلمي",Not found,‎432‎ Pages‎,12.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502025.jpg",انجليزي,
Hanging Tree,أوريون,‎Ben Aaronovitch‎,Paperback,2017,"الأدب والشعر,  الخيال العلمي",Not found,‎صفحة 320‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502028.jpg",انجليزي,
The Shape of Things to Come (SF Masterworks),أوريون,‎H. G. Wells‎,Hardcover,2017,"الأدب والشعر,  الخيال العلمي,",Not found,‎448‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502089.jpg",انجليزي,
The Sirens of Titan (SF Masterworks),ماركة غير محددة,‎Kurt Vonnegut‎,Paperback,2018,"الأدب والشعر,  الخيال العلمي,",Not found,‎224‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502114.jpg",انجليزي,
The Harlequin,كتاب العنوان,‎Laurell Hamilton‎,Paperback,2010,"الأدب والشعر,  الخيال العلمي,",Not found,‎500‎ Pages‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502119.jpg",انجليزي,
Count Zero,أوريون,‎William Gibson‎,Paperback,2017,"الأدب والشعر,  الخيال العلمي,",Not found,‎صفحة 320‎,9.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502193.jpg",انجليزي,
Foundation,Random House (US),‎Isaac Asimov‎,Paperback,1991,"الأدب والشعر,  الخيال العلمي,",Not found,‎296‎ Pages‎,15.0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493856.jpg",انجليزي,
Surrounded by Liars,منزل عشوائي,‎Thomas Erikson‎,Paperback,2024,"القصة والرواية,  وصل حديثاً,",Not found,‎288‎ Pages‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/7/9/a/879aca28bdd70d8906fe2640c3c6035c8e3104e8_632509.jpg",انجليزي,
Sapiens - A Brief History of Humankind,البطريق,‎Yuval Noah Harari‎,Hardcover,2015,"القصة والرواية,",4,‎512‎ Pages‎,75,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/537810.jpg",انجليزي,
Murdle,مجموعة نشر Holtzbrinck,‎G. T. Karber‎,Paperback,2023,"القصة والرواية,  الأدب والشعر",2,‎384‎ Pages‎,79,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/b/f/1/5bf1829d1ca715e333dedd7be787c3735f484e6b_622623.jpg",انجليزي,
Mein Kampf,Not found,‎Adolf Hitler‎,Hardcover,2023,"وصل حديثاً,  القصة والرواية,",2,‎632‎ Pages‎,59,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/c/d/d/2cdd9b0d92ed683909f5277b03366670ea00baa3_618130.jpg",انجليزي,
Better - A Surgeon's Notes on Performance,Profile Books,‎Atul Gawande‎,Paperback,2008,"القصة والرواية,",1,‎288‎ Pages‎,55,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510611.jpg",انجليزي,
Saudi Tale,Local Market (English Books),‎Iyad Ameen Madani‎,Hardcover,2023,"القصة والرواية,  وصل حديثاً",1,‎316‎ Pages‎,79,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/7/a/5/b/7a5ba5d97670c7ae4cdb8b0af71f626250bc09b5_619050.jpg",انجليزي,
Science Book,dorling kindersley.,‎Staffs of DK (Dorling Kindersley)‎,Hardcover,2014,"القصة والرواية,",1,‎354‎ Pages‎,99,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/3/433193.jpg",انجليزي,
On Writing - A Memoir of The Craft,سيمون وشوستر,‎Stephen King‎,Paperback,2020,"القصة والرواية,",1,‎صفحة 320‎,89,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555498.jpg",انجليزي,
Surrounded by Idiots - The Four Types of Human Behaviour,منزل عشوائي,‎Thomas Erikson‎,Paperback,2019,"القصة والرواية,",1,‎304‎ Pages‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/4/540188.jpg",انجليزي,
For The Love of a Son - One Afghan Woman's Quest for Her Stolen Child,transworld.,‎Jean Sasson‎,Paperback,2011,"القصة والرواية,",1,‎464‎ Pages‎,35,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/7/376058.jpg",انجليزي,
Into The Wild,منزل عشوائي,‎Jon Krakauer‎,Paperback,2008,"القصة والرواية,",1,‎224‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/1/315616.jpg",انجليزي,
A Brief History of Time,transworld.,‎Stephen Hawking‎,Paperback,1989,"القصة والرواية,",1,‎224‎ Pages‎,55,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/8/6/86142.jpg",انجليزي,
The Wicked Wit of Winston Churchill,البني الصغير والشركة,‎Dominique Enright‎,Hardcover,2002,"القصة والرواية,",Not found,‎162‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/475073.jpg",انجليزي,
The Little Book of Big History - The Story of Life,مايكل أوسمن,‎Ian Crofton‎,Hardcover,2016,"القصة والرواية,",Not found,‎256‎ Pages‎,85,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/475036.jpg",انجليزي,
That Used to Be Us: How American Fell Behind in the World We Invented,مجموعة نشر Holtzbrinck,‎Thomas Friedman‎,Paperback,2016,"القصة والرواية,",Not found,Not found,30,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/468462.jpg",انجليزي,
Born Free - The Story of Elsa (Macmillan Collector's Library),Pan Books,‎Joy Adamson‎,Hardcover,2016,"القصة والرواية,",Not found,‎480‎ Pages‎,35,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488554.jpg",انجليزي,
Who Thought This Was a Good Idea - and Other Questions You Should Have Answers to When You Work in The White House,البني الصغير والشركة,‎Alyssa Mastromonaco‎,Paperback,2017,"القصة والرواية,",Not found,‎256‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488788.jpg",انجليزي,
The Swamp - Washington's Murky Pool of Corruption and Cronyism - and How Trump Can Drain It,غريفين القديس مارتن,‎Eric Bolling‎,Hardcover,2017,"القصة والرواية,",Not found,‎272‎ Pages‎,25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488792.jpg",انجليزي,
Devil's Bargain - Steve Bannon,البطريق,‎Joshua Green‎,Hardcover,2017,"القصة والرواية,",Not found,‎288‎ Pages‎,55,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488796.jpg",انجليزي,
Just Mercy - A Story of Justice and Redemption,منزل عشوائي,‎Bryan Stevenson‎,Paperback,2015,"القصة والرواية,",Not found,‎368‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488828.jpg",انجليزي,
The Boys In The Boat,Pan Books,‎Daniel James Brown‎,Paperback,2017,"القصة والرواية,",Not found,‎صفحة 416‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/497256.jpg",انجليزي,
Hitler (Routledge Historical Biographies),Taylor & Francis,‎Michael Lynch‎,Paperback,2012,"القصة والرواية,",Not found,‎صفحة 320‎,87,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499211.jpg",انجليزي,
John F. Kennedy (Routledge Historical Biographies),Taylor & Francis,‎Peter Ling‎,Paperback,2014,"القصة والرواية,",Not found,‎صفحة 320‎,87,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499212.jpg",انجليزي,
Martin Luther King,Taylor & Francis,‎Peter Ling‎,Paperback,2015,"القصة والرواية,",Not found,‎414‎ Pages‎,87,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499213.jpg",انجليزي,
On The Run,نشر بونيه,‎Peter Bleksley‎,Paperback,2018,"القصة والرواية,",Not found,‎336‎ Pages‎,25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499273.jpg",انجليزي,
Reasons to Stay Alive,كتب القوانين,‎Matt Haig‎,Paperback,2016,"القصة والرواية,",Not found,‎272‎ Pages‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499281.jpg",انجليزي,
Murder,كتب وارنر,‎James Patterson‎,Paperback,2018,"القصة والرواية,",Not found,‎304‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499419.jpg",انجليزي,
Murder Beyond The Grave (Murder is Forever),كتب وارنر,‎James Patterson‎,Paperback,2018,"القصة والرواية,",Not found,‎304‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499421.jpg",انجليزي,
Quirky,كتب وارنر,‎Melissa Schilling‎,Trade Paperback,2018,"القصة والرواية,",Not found,‎328‎ Pages‎,40,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499423.jpg",انجليزي,
The Master Algorithm - How The Quest for The Ultimate Learning Machine Will Remake Our World,كتب وارنر,‎Pedro Domingos‎,Paperback,2018,"القصة والرواية,",Not found,‎352‎ Pages‎,76,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502713.jpg",انجليزي,
Married to a Bedouin,البني الصغير والشركة,‎Marguerite van Geldermalsen‎,Paperback,2009,"القصة والرواية,",Not found,‎288‎ Pages‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486305.jpg",انجليزي,
The One Device - The Secret History of The iPhone,transworld.,‎Brian Merchant‎,Paperback,2017,"القصة والرواية,",Not found,‎صفحة 416‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486381.jpg",انجليزي,
How Emotions Are Made - The Secret Life of The Brain,Pan Books,‎Lisa Feldman Barrett‎,Paperback,2018,"القصة والرواية,",Not found,‎448‎ Pages‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507195.jpg",انجليزي,
The Games - A Global History of the Olympics,Pan Books,‎David Goldblatt‎,Paperback,2018,"القصة والرواية,",Not found,‎544‎ pages‎,42,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507198.jpg",انجليزي,
Our Revolution - A Future to Believe in,مجموعة نشر Holtzbrinck,‎Bernie Sanders‎,Mass Market Paperback,2018,"القصة والرواية,",Not found,‎608‎ Pages‎,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507305.jpg",انجليزي,
How Things are Made - From Automobiles to Zippers,كتب وارنر,‎Sharon Rose‎,Hardcover,2018,"القصة والرواية,",Not found,‎288‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507317.jpg",انجليزي,
A Higher Loyalty - Truth,Pan Books,‎James Comey‎,Hardcover,2018,"القصة والرواية,",Not found,‎304‎ Pages‎,42,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507318.jpg",انجليزي,
The Quotable John Adams,ماركة غير محددة,‎Randy Howe‎,Paperback,2008,"القصة والرواية,  كتب قيمة بسعر مخفض,",Not found,‎274‎ Pages‎,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/509420.jpg",انجليزي,
Mafia Book,ماركة غير محددة,‎Scott Deitche‎,Paperback,2009,"القصة والرواية,  كتب قيمة بسعر مخفض,",Not found,‎صفحة 320‎,15,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/509427.jpg",انجليزي,
